"Artikel-Nr.";"Marke";"Bezeichnung";"EAN";"Status";"Sperrgut";"Palletenartikel";"Nicht für Endkunden";"Gewicht (Kg)";"Höhe (cm)";"Breite (cm)";"Tiefe (cm)";"Nachfolger";"Alternativen";"Einheit";"VE";"MwSt";"Endkundenpreis (€)";"Händlerpreis (€)";"Endkunden-Sonderpreis (€)";"Händler-Sonderpreis (€)";"Rabattstaffel 1 (Menge)";"Rabattstaffel 1 (%)";"Rabattstaffel 1(€)";"Rabattstaffel 2 (Menge)";"Rabattstaffel 2 (%)";"Rabattstaffel 2(€)";"Rabattstaffel 3 (Menge)";"Rabattstaffel 3 (%)";"Rabattstaffel 3(€)";"Rabattstaffel 4 (Menge)";"Rabattstaffel 4 (%)";"Rabattstaffel 4(€)";"Rabattstaffel 5 (Menge)";"Rabattstaffel 5 (%)";"Rabattstaffel 5(€)";"Rabattstaffel 6 (Menge)";"Rabattstaffel 6 (%)";"Rabattstaffel 6(€)";"Bestand";"Kommentar"
"404087";"Kalashnikov";"Kalashnikov, Sozyus Og Express X 5, Feminized,";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"50,00";"26,69";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404088";"Kalashnikov";"Kalashnikov, Sozyus Og Express X 10, Feminized,";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"92,00";"49,10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404089";"Kalashnikov";"Kalashnikov, White Critical Express X 1, Feminized,";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"12,00";"6,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404090";"Kalashnikov";"Kalashnikov, White Critical Express X 3, Feminized,";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"32,00";"17,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404091";"Kalashnikov";"Kalashnikov, White Critical Express X 5, Feminized,";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"50,00";"26,69";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404092";"Kalashnikov";"Kalashnikov, White Critical Express X 10, Feminized,";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"92,00";"49,10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404093";"Kalashnikov";"Kalashnikov, Partizan Express X 1, Feminized,";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"12,00";"6,40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404094";"Kalashnikov";"Kalashnikov, Partizan Express X 3, Feminized,";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"32,00";"17,08";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404095";" of Africa";"Kalashnikov, Partizan Express X 5, Feminized,";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"50,00";"26,69";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404096";" of Africa";"Kalashnikov, Partizan Express X 10, Feminized,";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"92,00";"49,10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404097";" of Africa";"Seeds Of Africa, Golden Selection, Feminized, 24";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"100,00";"50,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404098";" of Africa";"Seeds Of Africa, Golden And Soa Strain, Feminized, 24";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"100,00";"50,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404099";" of Africa";"Seeds Of Africa, Golden And Soa Strain Ii, Feminized, 24";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"100,00";"50,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404100";" of Africa";"Seeds Of Africa, Soa Strain Selection- Poison Cheez, Poison Pine, Feminized, 24";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"100,00";"50,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404101";" of Africa";"Seeds Of Africa, Golden Sotho Selection Highlands,Lowlands, Feminized, 24";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"100,00";"50,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404102";" of Africa";"Seeds Of Africa, Northwest Durban Poison, Feminized, 12";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"55,00";"27,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404103";" of Africa";"Seeds Of Africa, Northwest Durban Poison, Feminized, 6";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"30,00";"15,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404104";" of Africa";"Seeds Of Africa, Northeast Durban Poison, Feminized, 12";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"55,00";"27,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404105";" of Africa";"Seeds Of Africa, Northeast Durban Poison, Feminized, 6";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"30,00";"15,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404106";" of Africa";"Seeds Of Africa, Lesotho Highland, Feminized, 12";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"50,00";"25,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404107";" of Africa";"Seeds Of Africa, Lesotho Highland, Feminized, 6";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"30,00";"15,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404108";" of Africa";"Seeds Of Africa, Lesotho Lowland, Feminized, 12";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"50,00";"25,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404109";" of Africa";"Seeds Of Africa, Lesotho Lowland, Feminized, 6";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"30,00";"15,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404110";" of Africa";"Seeds Of Africa, Apondo Mystic, Feminized, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"50,00";"25,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404111";"DNA";"Seeds Of Africa, Coffee Gold, Feminized, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"50,00";"25,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404112";"DNA";"Seeds Of Africa, Swazi Gold, Feminized, 50";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"50,00";"25,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404113";"DNA";"Dna, 3Peat, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404114";"DNA";"Dna, 3Peat, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404115";"DNA";"Dna, 24K Gold, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404116";"DNA";"Dna, 24K Gold, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404117";"DNA";"Dna, Bakers Delight, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404118";"DNA";"Dna, Bakers Delight, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404119";"DNA";"Dna, Banana Sorbet, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404120";"DNA";"Dna, Banana Sorbet, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404121";"DNA";"Dna, Bruised Banana, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404122";"DNA";"Dna, Bruised Banana, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404123";"DNA";"Dna, Chocolate Truffle Shuffle, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404124";"DNA";"Dna, Chocolate Truffle Shuffle, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404125";"DNA";"Dna, Cannalope Haze , Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404126";"DNA";"Dna, Cannalope Haze , Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404127";"DNA";"Dna, Cataract Kush, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404128";"DNA";"Dna, Cataract Kush, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404129";"DNA";"Dna, Challah Bread, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404130";"DNA";"Dna, Challah Bread, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404131";"DNA";"Dna, Challah Cake, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404132";"DNA";"Dna, Challah Cake, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404133";"DNA";"Dna, Chocolope Kush, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404134";"DNA";"Dna, Chocolope Kush, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404135";"DNA";"Dna, Chocolope, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404136";"DNA";"Dna, Chocolope, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404137";"DNA";"Dna, Dna Cake, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404138";"DNA";"Dna, Dna Cake, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404139";"DNA";"Dna, Double Stuffed Sorbet, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404140";"DNA";"Dna, Double Stuffed Sorbet, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404141";"DNA";"Dna, Four Prophets, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404142";"DNA";"Dna, Four Prophets, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404143";"DNA";"Dna, Gaz Money, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404144";"DNA";"Dna, Gaz Money, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404145";"DNA";"Dna, Gelato Sorbet, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404146";"DNA";"Dna, Gelato Sorbet, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404147";"DNA";"Dna, Gmo Kosher, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404148";"DNA";"Dna, Gmo Kosher, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404149";"DNA";"Dna, Hg23 - Michael Jordan, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404150";"DNA";"Dna, Hg23 - Michael Jordan, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404151";"DNA";"Dna, Holy Grail Kush, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404152";"DNA";"Dna, Holy Grail Kush, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404153";"DNA";"Dna, Honey Banana, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404154";"DNA";"Dna, Honey Banana, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404155";"DNA";"Dna, Kandy Kush, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404156";"DNA";"Dna, Kandy Kush, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404157";"DNA";"Dna, Kosher Cookies, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404158";"DNA";"Dna, Kosher Cookies, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404159";"DNA";"Dna, Kosher Dawg, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404160";"DNA";"Dna, Kosher Dawg, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404161";"DNA";"Dna, Kosher Kush, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404162";"DNA";"Dna, Kosher Kush, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404163";"Fair";"Dna, Kosher Pie, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"80,00";"35,00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404164";"Fair";"Dna, Kosher Pie, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"95,00";"47,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404165";"Fair";"Fair Seeds, Fair Seeds Amnesia Feminizovaná, Feminized, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404166";"Fair";"Fair Seeds, Fair Seeds Amnesia Feminizovaná, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404167";"Fair";"Fair Seeds, Fair Seeds Amnesia Feminizovaná, Feminized, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"404168";"Fair";"Fair Seeds, Fair Seeds Amnesia Feminizovaná, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404169";"Fair";"Fair Seeds, Fair Seeds Auto Amnesia Feminizovaná Autoflowering, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404170";"Fair";"Fair Seeds, Fair Seeds Auto Amnesia Feminizovaná Autoflowering, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404171";"Fair";"Fair Seeds, Fair Seeds Auto Amnesia Feminizovaná Autoflowering, Autoflowering, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404172";"Fair";"Fair Seeds, Fair Seeds Auto Amnesia Feminizovaná Autoflowering, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
