"Artikel-Nr.";"Marke";"Bezeichnung";"EAN";"Status";"Sperrgut";"Palletenartikel";"Nicht für Endkunden";"Gewicht (Kg)";"Höhe (cm)";"Breite (cm)";"Tiefe (cm)";"Nachfolger";"Alternativen";"Einheit";"VE";"MwSt";"Endkundenpreis (€)";"Händlerpreis (€)";"Endkunden-Sonderpreis (€)";"Händler-Sonderpreis (€)";"Rabattstaffel 1 (Menge)";"Rabattstaffel 1 (%)";"Rabattstaffel 1(€)";"Rabattstaffel 2 (Menge)";"Rabattstaffel 2 (%)";"Rabattstaffel 2(€)";"Rabattstaffel 3 (Menge)";"Rabattstaffel 3 (%)";"Rabattstaffel 3(€)";"Rabattstaffel 4 (Menge)";"Rabattstaffel 4 (%)";"Rabattstaffel 4(€)";"Rabattstaffel 5 (Menge)";"Rabattstaffel 5 (%)";"Rabattstaffel 5(€)";"Rabattstaffel 6 (Menge)";"Rabattstaffel 6 (%)";"Rabattstaffel 6(€)";"Bestand";"Kommentar"
"404173";"Fair";"Fair Seeds, Fair Seeds Auto Ak47 Feminizovaná Autoflowering, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404174";"Fair";"Fair Seeds, Fair Seeds Auto Ak47 Feminizovaná Autoflowering, Autoflowering, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404175";"Fair";"Fair Seeds, Fair Seeds Auto Ak47 Feminizovaná Autoflowering, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"404176";"Fair";"Fair Seeds, Fair Seeds Auto Ak47 Feminizovaná Autoflowering, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404177";"Fair";"Fair Seeds, Fair Seeds Auto Big Evil Xxl Feminizovaná Autoflowering, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404178";"Fair";"Fair Seeds, Fair Seeds Auto Big Evil Xxl Feminizovaná Autoflowering, Autoflowering, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404179";"Fair";"Fair Seeds, Fair Seeds Auto Big Evil Xxl Feminizovaná Autoflowering, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"404180";"Fair";"Fair Seeds, Fair Seeds Auto Big Evil Xxl Feminizovaná Autoflowering, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404181";"Fair";"Fair Seeds, Fair Seeds Auto Blue Hash Feminizovaná Autoflowering, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404182";"Fair";"Fair Seeds, Fair Seeds Auto Blue Hash Feminizovaná Autoflowering, Autoflowering, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404183";"Fair";"Fair Seeds, Fair Seeds Auto Blue Hash Feminizovaná Autoflowering, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"404184";"Fair";"Fair Seeds, Fair Seeds Auto Blue Hash Feminizovaná Autoflowering, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404185";"Fair";"Fair Seeds, Fair Seeds Auto Critical Feminizovaná Autoflowering, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404186";"Fair";"Fair Seeds, Fair Seeds Auto Critical Feminizovaná Autoflowering, Autoflowering, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404187";"Fair";"Fair Seeds, Fair Seeds Auto Critical Feminizovaná Autoflowering, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"404188";"Fair";"Fair Seeds, Fair Seeds Auto Critical Feminizovaná Autoflowering, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404189";"Fair";"Fair Seeds, Fair Seeds Auto Cream Candy Feminizovaná Autoflowering, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404190";"Fair";"Fair Seeds, Fair Seeds Auto Cream Candy Feminizovaná Autoflowering, Autoflowering, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404191";"Fair";"Fair Seeds, Fair Seeds Auto Cream Candy Feminizovaná Autoflowering, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"404192";"Fair";"Fair Seeds, Fair Seeds Auto Cream Candy Feminizovaná Autoflowering, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404193";"Fair";"Fair Seeds, Fair Seeds Auto Crystal Meth Feminizovaná Autoflowering, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404194";"Fair";"Fair Seeds, Fair Seeds Auto Crystal Meth Feminizovaná Autoflowering, Autoflowering, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404195";"Fair";"Fair Seeds, Fair Seeds Auto Crystal Meth Feminizovaná Autoflowering, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"404196";"Fair";"Fair Seeds, Fair Seeds Auto Crystal Meth Feminizovaná Autoflowering, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404197";"Fair";"Fair Seeds, Fair Seeds Auto California Snow Feminizovaná Autoflowering, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404198";"Fair";"Fair Seeds, Fair Seeds Auto California Snow Feminizovaná Autoflowering, Autoflowering, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404199";"Fair";"Fair Seeds, Fair Seeds Auto California Snow Feminizovaná Autoflowering, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"404200";"Fair";"Fair Seeds, Fair Seeds Auto California Snow Feminizovaná Autoflowering, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404201";"Fair";"Fair Seeds, Fair Seeds Auto Cbd White Widow Feminizovaná Autoflowering, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404202";"Fair";"Fair Seeds, Fair Seeds Auto Cbd White Widow Feminizovaná Autoflowering, Autoflowering, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404203";"Fair";"Fair Seeds, Fair Seeds Auto Cbd White Widow Feminizovaná Autoflowering, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"404204";"Fair";"Fair Seeds, Fair Seeds Auto Cbd White Widow Feminizovaná Autoflowering, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404205";"Fair";"Fair Seeds, Fair Seeds Amnesia Fast, Feminized Fast, Fast Version, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404206";"Fair";"Fair Seeds, Fair Seeds Amnesia Fast, Feminized Fast, Fast Version, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404207";"Fair";"Fair Seeds, Fair Seeds Amnesia Fast, Feminized Fast, Fast Version, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"404208";"Fair";"Fair Seeds, Fair Seeds Amnesia Fast, Feminized Fast, Fast Version, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404209";"Fair";"Fair Seeds, Fair Seeds Auto Grapefruit Feminizovaná Autoflowering, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404210";"Fair";"Fair Seeds, Fair Seeds Auto Grapefruit Feminizovaná Autoflowering, Autoflowering, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404211";"Fair";"Fair Seeds, Fair Seeds Auto Grapefruit Feminizovaná Autoflowering, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"404212";"Fair";"Fair Seeds, Fair Seeds Auto Grapefruit Feminizovaná Autoflowering, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404213";"Fair";"Fair Seeds, Fair Seeds Auto Gorilla Glue Feminizovaná Autoflowering, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404214";"Fair";"Fair Seeds, Fair Seeds Auto Gorilla Glue Feminizovaná Autoflowering, Autoflowering, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404215";"Fair";"Fair Seeds, Fair Seeds Auto Gorilla Glue Feminizovaná Autoflowering, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"404216";"Fair";"Fair Seeds, Fair Seeds Auto Gorilla Glue Feminizovaná Autoflowering, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404217";"Fair";"Fair Seeds, Fair Seeds Ak 47 Fast, Feminized Fast, Fast Version, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404218";"Fair";"Fair Seeds, Fair Seeds Ak 47 Fast, Feminized Fast, Fast Version, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404219";"Fair";"Fair Seeds, Fair Seeds Ak 47 Fast, Feminized Fast, Fast Version, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"404220";"Fair";"Fair Seeds, Fair Seeds Ak 47 Fast, Feminized Fast, Fast Version, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404221";"Fair";"Fair Seeds, Fair Seeds Auto Moby Orka Feminizovaná Autoflowering, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404222";"Fair";"Fair Seeds, Fair Seeds Auto Moby Orka Feminizovaná Autoflowering, Autoflowering, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404223";"Fair";"Fair Seeds, Fair Seeds Auto Moby Orka Feminizovaná Autoflowering, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"404224";"Fair";"Fair Seeds, Fair Seeds Auto Moby Orka Feminizovaná Autoflowering, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404225";"Fair";"Fair Seeds, Fair Seeds Auto Magnum Plus Feminizovaná Autoflowering, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404226";"Fair";"Fair Seeds, Fair Seeds Auto Magnum Plus Feminizovaná Autoflowering, Autoflowering, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404227";"Fair";"Fair Seeds, Fair Seeds Auto Magnum Plus Feminizovaná Autoflowering, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"404228";"Fair";"Fair Seeds, Fair Seeds Auto Magnum Plus Feminizovaná Autoflowering, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404229";"Fair";"Fair Seeds, Fair Seeds Auto Og Kush Feminizovaná Autoflowering, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404230";"Fair";"Fair Seeds, Fair Seeds Auto Og Kush Feminizovaná Autoflowering, Autoflowering, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404231";"Fair";"Fair Seeds, Fair Seeds Auto Og Kush Feminizovaná Autoflowering, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3 - im Zulauf";""
"404232";"Fair";"Fair Seeds, Fair Seeds Auto Og Kush Feminizovaná Autoflowering, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404233";"Fair";"Fair Seeds, Fair Seeds Auto White Widow Feminizovaná Autoflowering, Autoflowering, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404234";"Fair";"Fair Seeds, Fair Seeds Auto White Widow Feminizovaná Autoflowering, Autoflowering, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404235";"Fair";"Fair Seeds, Fair Seeds Auto White Widow Feminizovaná Autoflowering, Autoflowering, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404236";"Fair";"Fair Seeds, Fair Seeds Auto White Widow Feminizovaná Autoflowering, Autoflowering, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"404237";"Fair";"Fair Seeds, Fair Seeds Budmint Feminizovaná, Feminized, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404238";"Fair";"Fair Seeds, Fair Seeds Budmint Feminizovaná, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404239";"Fair";"Fair Seeds, Fair Seeds Budmint Feminizovaná, Feminized, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"404240";"Fair";"Fair Seeds, Fair Seeds Budmint Feminizovaná, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404241";"Fair";"Fair Seeds, Fair Seeds Banana Strawberry Feminized, Feminized, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404242";"Fair";"Fair Seeds, Fair Seeds Banana Strawberry Feminized, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404243";"Fair";"Fair Seeds, Fair Seeds Banana Strawberry Feminized, Feminized, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"404244";"Fair";"Fair Seeds, Fair Seeds Banana Strawberry Feminized, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404245";"Fair";"Fair Seeds, Fair Seeds Critic Feminizovaná, Feminized, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404246";"Fair";"Fair Seeds, Fair Seeds Critic Feminizovaná, Feminized, 10";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"35,00";"17,50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404247";"Fair";"Fair Seeds, Fair Seeds Critic Feminizovaná, Feminized, 3";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"11,99";"5,99";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2 - geringer Bestand";""
"404248";"Fair";"Fair Seeds, Fair Seeds Critic Feminizovaná, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404249";"Fair";"Fair Seeds, Fair Seeds Cure Bud Medical Feminizovaná, Feminized, 5";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"22,50";"11,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
"404250";"Fair";"Fair Seeds, Fair Seeds Cure Bud Medical Feminizovaná, Feminized, 1";"";"Normal";"Nein";"Nein";"Nein";0;0;0;0;"";"";"St";1;19;"4,50";"2,25";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4 - nicht auf Lager";"Wird gerne für Sie bestellt!"
